C_ID,C_EquipmentSpend,C_ApparelSpend,C_FootwearSpend,C_Gender,C_Age,C_State,C_Area,C_DeviceType,C_ShoppingCart,C_EmailAd,C_ShoppingDuration,C_TimeOfShopping,C_Number_of_Orders,C_Reviews,C_OrderToDelivery,C_Payment,App_Discounts,App_Tenure,App_Referral
CXAUQ_2215,40,56,414,M,36,SA,Urban,Tablet_iOS,App,Weekly,30,6:00 AM - 12:00 PM,2,1,2,BNPL,Y,13,0
CXAUQ_2696,750,179,185,F,35,NSW,Urban,Tablet_iOS,App,Daily,16,6:00 PM - 12:00 AM,2,2,4,BNPL,Y,16,4
CXAUQ_1352,1600,218,238,M,58,VIC,Rural,Tablet_Android,Browser,Monthly,13,6:00 PM - 12:00 AM,5,5,4,BNPL,N,0,0
CXAUQ_2827,40,50,40,F,33,NSW,Urban,Phone_iOS,Browser,Daily,6,6:00 PM - 12:00 AM,1,4,3,eWallet,N,0,0
CXAUQ_2121,40,50,45,M,60,NSW,Urban,Phone_iOS,App,Daily,34,6:00 AM - 12:00 PM,1,3,3,eWallet,Y,26,0
CXAUQ_1345,40,195,399,F,44,WA,Urban,Phone_iOS,Browser,Monthly,57,6:00 PM - 12:00 AM,1,2,2,BNPL,N,0,0
CXAUQ_350,450,50,0,F,38,NSW,Urban,Phone_iOS,App,Daily,50,12:00 PM - 6:00 PM,1,1,4,Card,Y,17,0
CXAUQ_1828,40,210,334,M,22,WA,Urban,Tablet_Android,App,Monthly,15,6:00 AM - 12:00 PM,2,5,1,BNPL,Y,6,0
CXAUQ_763,40,167,84,F,20,NSW,Urban,Phone_iOS,App,Daily,46,12:00 PM - 6:00 PM,3,2,2,BNPL,Y,18,0
CXAUQ_335,700,291,0,M,57,VIC,Urban,Phone_Android,Browser,Monthly,19,12:00 PM - 6:00 PM,8,4,4,BNPL,N,0,0
CXAUQ_1488,900,300,472,M,56,NSW,Rural,Tablet_Android,Browser,Monthly,13,6:00 PM - 12:00 AM,13,4,4,BNPL,N,0,0
CXAUQ_2283,1300,296,175,M,53,NSW,Urban,Tablet_Android,App,Daily,0,6:00 AM - 12:00 PM,13,1,4,eWallet,Y,4,0
CXAUQ_396,1050,50,0,F,45,VIC,Urban,Phone_iOS,App,Monthly,35,12:00 PM - 6:00 PM,5,3,4,BNPL,Y,12,0
CXAUQ_1273,600,196,123,M,31,WA,Rural,Phone_iOS,Browser,Monthly,5,6:00 PM - 12:00 AM,1,3,4,eWallet,N,0,0
CXAUQ_403,1500,269,0,M,57,VIC,Rural,Phone_Android,App,Monthly,58,12:00 PM - 6:00 PM,3,4,4,BNPL,Y,4,0
CXAUQ_1635,1300,194,271,F,58,NSW,Rural,Phone_Android,Browser,Daily,40,6:00 PM - 12:00 AM,1,4,4,BNPL,N,0,0
CXAUQ_214,1050,179,236,M,60,VIC,Urban,Tablet_Android,App,Weekly,43,12:00 PM - 6:00 PM,2,4,4,BNPL,Y,9,8
CXAUQ_2396,1250,209,319,M,41,NSW,Urban,Tablet_Android,App,Daily,13,6:00 AM - 12:00 PM,4,5,4,BNPL,Y,8,0
CXAUQ_1012,800,152,482,F,54,NSW,Urban,Phone_Android,App,Daily,28,12:00 AM - 6:00 AM,5,5,4,BNPL,Y,9,0
CXAUQ_1129,500,54,468,M,28,QLD,Urban,Phone_iOS,Browser,Weekly,24,12:00 AM - 6:00 AM,6,1,4,BNPL,N,0,0
CXAUQ_1713,40,69,298,F,40,TAS,Urban,Phone_iOS,Browser,Daily,29,6:00 PM - 12:00 AM,1,5,2,BNPL,N,0,0
CXAUQ_1517,1300,242,488,M,53,NSW,Urban,Phone_Android,Browser,Daily,21,6:00 PM - 12:00 AM,11,5,4,BNPL,N,0,0
CXAUQ_253,350,140,266,M,38,TAS,Urban,Tablet_iOS,Browser,Weekly,52,12:00 PM - 6:00 PM,3,1,3,Card,N,0,0
CXAUQ_1511,40,50,143,F,20,NSW,Urban,Phone_iOS,Browser,Daily,23,6:00 PM - 12:00 AM,1,1,3,eWallet,N,0,0
CXAUQ_2148,1000,208,480,M,46,NSW,Urban,Tablet_Android,Browser,Daily,59,6:00 AM - 12:00 PM,6,4,4,BNPL,N,0,0
CXAUQ_147,40,77,113,M,52,NSW,Rural,Tablet_iOS,Browser,Daily,39,12:00 PM - 6:00 PM,1,1,4,eWallet,N,0,0
CXAUQ_29,40,50,0,M,52,NSW,Urban,Tablet_Android,App,Monthly,56,12:00 PM - 6:00 PM,1,3,3,eWallet,Y,26,8
CXAUQ_48,40,73,0,M,53,SA,Urban,Tablet_Android,Browser,Monthly,12,12:00 PM - 6:00 PM,4,5,3,eWallet,N,0,0
CXAUQ_35,40,50,0,M,21,VIC,Rural,Phone_iOS,App,Daily,18,12:00 PM - 6:00 PM,1,3,4,eWallet,Y,23,0
CXAUQ_2677,40,50,278,F,40,WA,Urban,Tablet_iOS,App,Daily,26,6:00 PM - 12:00 AM,1,3,3,eWallet,Y,15,8
CXAUQ_1268,40,64,311,M,53,NSW,Rural,Phone_Android,Browser,Daily,59,12:00 AM - 6:00 AM,1,3,2,BNPL,N,0,0
CXAUQ_1600,40,175,40,F,36,ACT,Rural,Tablet_iOS,Browser,Monthly,38,6:00 PM - 12:00 AM,5,2,4,eWallet,N,0,0
CXAUQ_1772,950,188,206,M,55,ACT,Urban,Tablet_iOS,Browser,Monthly,17,6:00 PM - 12:00 AM,2,3,4,BNPL,N,0,0
CXAUQ_2135,40,153,85,M,33,VIC,Urban,Tablet_iOS,Browser,Weekly,52,6:00 AM - 12:00 PM,6,1,3,eWallet,N,0,0
CXAUQ_1985,700,156,119,M,54,NSW,Urban,Tablet_Android,Browser,Daily,18,6:00 AM - 12:00 PM,7,4,4,eWallet,N,0,0
CXAUQ_2753,40,91,345,F,38,VIC,Rural,Phone_Android,Browser,Weekly,60,6:00 PM - 12:00 AM,1,2,4,eWallet,N,0,0
CXAUQ_1513,40,166,264,F,36,NSW,Rural,Tablet_iOS,Browser,Daily,46,6:00 PM - 12:00 AM,4,3,3,BNPL,N,0,0
CXAUQ_558,1350,214,0,M,56,VIC,Urban,Tablet_iOS,App,Weekly,23,12:00 PM - 6:00 PM,7,5,4,BNPL,Y,29,0
CXAUQ_1659,1250,181,316,M,46,QLD,Urban,Phone_Android,App,Monthly,16,6:00 PM - 12:00 AM,2,5,4,BNPL,Y,26,0
CXAUQ_729,40,50,40,M,36,NSW,Rural,Phone_Android,App,Daily,41,12:00 PM - 6:00 PM,1,2,4,eWallet,Y,12,0
CXAUQ_703,550,129,340,F,36,NSW,Urban,Phone_iOS,Browser,Daily,42,12:00 PM - 6:00 PM,1,1,4,BNPL,N,0,0
CXAUQ_1010,200,84,483,M,29,NSW,Urban,Phone_iOS,App,Daily,53,12:00 AM - 6:00 AM,5,3,1,BNPL,Y,10,0
CXAUQ_1682,40,57,322,F,38,TAS,Urban,Phone_iOS,App,Daily,12,6:00 PM - 12:00 AM,1,1,2,BNPL,Y,20,0
CXAUQ_509,850,190,0,F,46,NSW,Urban,Tablet_iOS,App,Daily,5,12:00 PM - 6:00 PM,3,3,4,BNPL,Y,5,8
CXAUQ_2133,40,50,313,F,37,NSW,Urban,Tablet_iOS,Browser,Daily,54,6:00 AM - 12:00 PM,2,2,2,BNPL,N,0,0
CXAUQ_1450,850,199,42,M,55,VIC,Urban,Tablet_Android,Browser,Monthly,45,6:00 PM - 12:00 AM,12,5,4,eWallet,N,0,0
CXAUQ_713,1450,213,0,F,49,NSW,Rural,Tablet_Android,App,Daily,16,12:00 PM - 6:00 PM,4,5,4,Card,Y,21,0
CXAUQ_1398,1400,50,82,M,53,NSW,Urban,Phone_Android,Browser,Daily,3,6:00 PM - 12:00 AM,13,4,4,eWallet,N,0,0
CXAUQ_2538,40,93,370,F,27,NSW,Urban,Tablet_iOS,App,Weekly,9,6:00 PM - 12:00 AM,1,1,3,eWallet,Y,7,0
CXAUQ_1008,40,135,442,M,33,NSW,Rural,Phone_iOS,Browser,Daily,8,12:00 AM - 6:00 AM,5,1,3,BNPL,N,0,0
CXAUQ_1638,40,50,276,F,47,WA,Urban,Tablet_Android,Browser,Weekly,40,6:00 PM - 12:00 AM,1,2,2,BNPL,N,0,0
CXAUQ_111,40,181,276,M,39,NSW,Rural,Phone_iOS,App,Daily,24,12:00 PM - 6:00 PM,3,2,2,BNPL,Y,15,0
CXAUQ_2311,1350,244,345,F,45,WA,Urban,Tablet_iOS,Browser,Monthly,21,6:00 AM - 12:00 PM,6,1,4,BNPL,N,0,0
CXAUQ_40,40,237,0,M,40,VIC,Rural,Phone_iOS,Browser,Daily,30,12:00 PM - 6:00 PM,1,2,4,eWallet,N,0,0
CXAUQ_1780,1250,51,371,F,47,NT,Rural,Tablet_iOS,Browser,Monthly,58,6:00 PM - 12:00 AM,6,4,4,BNPL,N,0,0
CXAUQ_77,40,218,109,M,22,VIC,Urban,Phone_iOS,App,Daily,49,12:00 PM - 6:00 PM,5,2,3,eWallet,Y,7,0
CXAUQ_240,1700,179,40,M,53,ACT,Urban,Tablet_Android,App,Monthly,38,12:00 PM - 6:00 PM,6,5,4,eWallet,Y,14,0
CXAUQ_2476,350,50,149,F,35,VIC,Urban,Phone_iOS,App,Daily,47,6:00 PM - 12:00 AM,6,3,3,Card,Y,28,3
CXAUQ_1156,40,50,40,M,31,VIC,Rural,Phone_iOS,Browser,Weekly,33,12:00 AM - 6:00 AM,1,2,4,eWallet,N,0,0
CXAUQ_1814,40,210,303,F,46,VIC,Urban,Tablet_Android,Browser,Daily,43,6:00 AM - 12:00 PM,9,4,1,BNPL,N,0,0
CXAUQ_1512,1400,183,374,F,60,ACT,Urban,Phone_Android,Browser,Weekly,22,6:00 PM - 12:00 AM,3,5,4,BNPL,N,0,0
CXAUQ_1958,40,132,358,M,24,VIC,Urban,Phone_iOS,App,Weekly,10,6:00 AM - 12:00 PM,3,3,2,BNPL,Y,23,0
CXAUQ_438,950,223,0,F,43,NSW,Urban,Phone_iOS,Browser,Daily,3,12:00 PM - 6:00 PM,2,3,4,BNPL,N,0,0
CXAUQ_1914,350,109,441,F,41,VIC,Rural,Phone_iOS,App,Daily,51,6:00 AM - 12:00 PM,2,1,3,BNPL,Y,19,0
CXAUQ_2442,800,60,43,F,42,NSW,Rural,Tablet_Android,Browser,Weekly,15,6:00 AM - 12:00 PM,2,4,4,BNPL,N,0,0
CXAUQ_572,40,50,434,F,36,NSW,Rural,Phone_iOS,App,Daily,43,12:00 PM - 6:00 PM,4,1,4,eWallet,Y,2,4
CXAUQ_2183,1100,278,422,M,49,NSW,Urban,Tablet_Android,App,Daily,3,6:00 AM - 12:00 PM,1,5,4,BNPL,Y,7,0
CXAUQ_185,700,263,130,M,51,VIC,Urban,Phone_Android,App,Weekly,54,12:00 PM - 6:00 PM,2,5,4,eWallet,Y,29,0
CXAUQ_621,1100,80,0,M,46,WA,Urban,Tablet_Android,Browser,Monthly,37,12:00 PM - 6:00 PM,3,5,4,BNPL,N,0,0
CXAUQ_692,900,225,0,M,47,NSW,Urban,Tablet_Android,Browser,Daily,41,12:00 PM - 6:00 PM,8,3,4,Card,N,0,0
CXAUQ_2312,200,66,308,M,23,NSW,Rural,Tablet_Android,Browser,Daily,9,6:00 AM - 12:00 PM,3,1,3,BNPL,N,0,0
CXAUQ_577,950,218,0,F,47,NSW,Rural,Tablet_Android,Browser,Daily,42,12:00 PM - 6:00 PM,6,5,4,BNPL,N,0,0
CXAUQ_2623,40,50,158,F,23,NSW,Urban,Tablet_iOS,Browser,Daily,7,6:00 PM - 12:00 AM,1,2,3,eWallet,N,0,0
CXAUQ_291,450,296,0,F,26,NT,Urban,Tablet_iOS,Browser,Monthly,4,12:00 PM - 6:00 PM,3,2,4,Card,N,0,0
CXAUQ_1159,40,50,448,F,21,WA,Urban,Phone_iOS,Browser,Daily,8,12:00 AM - 6:00 AM,1,3,1,BNPL,N,0,0
CXAUQ_991,1100,50,0,M,48,NSW,Urban,Phone_Android,Browser,Daily,19,12:00 AM - 6:00 AM,7,5,4,eWallet,N,0,0
CXAUQ_2292,700,231,384,M,36,TAS,Rural,Phone_Android,App,Monthly,15,6:00 AM - 12:00 PM,14,4,4,BNPL,Y,3,0
CXAUQ_869,700,50,435,M,57,TAS,Urban,Tablet_iOS,Browser,Weekly,60,12:00 AM - 6:00 AM,2,4,4,BNPL,N,0,0
CXAUQ_59,40,178,178,M,45,ACT,Rural,Phone_iOS,Browser,Weekly,1,12:00 PM - 6:00 PM,4,3,4,eWallet,N,0,0
CXAUQ_635,1600,258,0,M,47,ACT,Rural,Phone_Android,Browser,Monthly,36,12:00 PM - 6:00 PM,12,4,4,BNPL,N,0,0
CXAUQ_1864,40,251,44,F,29,TAS,Rural,Phone_iOS,Browser,Weekly,25,6:00 AM - 12:00 PM,4,3,4,eWallet,N,0,0
CXAUQ_308,40,62,0,F,56,NSW,Rural,Phone_iOS,Browser,Daily,15,12:00 PM - 6:00 PM,1,1,4,eWallet,N,0,0
CXAUQ_2711,600,264,40,M,48,NSW,Rural,Phone_Android,Browser,Daily,39,6:00 PM - 12:00 AM,9,5,4,BNPL,N,0,0
CXAUQ_385,1050,97,0,F,46,NSW,Urban,Phone_Android,Browser,Daily,56,12:00 PM - 6:00 PM,3,5,4,BNPL,N,0,0
CXAUQ_81,550,87,322,M,53,VIC,Urban,Tablet_iOS,Browser,Daily,36,12:00 PM - 6:00 PM,10,4,4,eWallet,N,0,0
CXAUQ_367,450,76,0,M,43,VIC,Urban,Phone_iOS,App,Weekly,4,12:00 PM - 6:00 PM,1,1,4,Card,Y,8,0
CXAUQ_1942,550,152,489,F,49,NT,Urban,Tablet_iOS,Browser,Weekly,10,6:00 AM - 12:00 PM,3,3,4,BNPL,N,0,0
CXAUQ_2085,1300,188,331,F,56,NSW,Urban,Phone_Android,App,Weekly,24,6:00 AM - 12:00 PM,1,5,4,BNPL,Y,27,0
CXAUQ_285,450,162,0,M,36,TAS,Urban,Phone_iOS,App,Monthly,32,12:00 PM - 6:00 PM,6,2,4,Card,Y,5,1
CXAUQ_2266,40,243,199,M,20,NSW,Urban,Tablet_iOS,Browser,Daily,45,6:00 AM - 12:00 PM,6,3,3,eWallet,N,0,0
CXAUQ_2764,1450,225,149,M,42,NSW,Rural,Tablet_Android,Browser,Monthly,23,6:00 PM - 12:00 AM,1,4,4,BNPL,N,0,0
CXAUQ_352,40,98,0,M,26,NSW,Urban,Tablet_iOS,App,Daily,50,12:00 PM - 6:00 PM,3,3,3,eWallet,Y,6,0
CXAUQ_99,350,126,238,M,40,VIC,Rural,Phone_iOS,App,Daily,35,12:00 PM - 6:00 PM,1,1,4,Card,Y,28,0
CXAUQ_1038,850,168,370,F,55,NSW,Urban,Phone_Android,Browser,Daily,46,12:00 AM - 6:00 AM,3,4,4,BNPL,N,0,0
CXAUQ_552,40,220,360,F,34,ACT,Rural,Tablet_iOS,App,Weekly,37,12:00 PM - 6:00 PM,1,1,4,eWallet,Y,20,0
CXAUQ_2829,40,106,238,F,27,VIC,Urban,Phone_iOS,Browser,Monthly,8,6:00 PM - 12:00 AM,4,1,3,eWallet,N,0,0
CXAUQ_1045,269,158,143,M,61,NSW,Rural,Tablet_Android,Browser,Daily,7,12:00 AM - 6:00 AM,3,2,4,eWallet,N,0,0
CXAUQ_1232,40,50,168,F,28,TAS,Rural,Phone_Android,App,Monthly,12,12:00 AM - 6:00 AM,5,1,4,eWallet,Y,26,0
CXAUQ_2166,40,204,462,M,28,NT,Urban,Tablet_iOS,App,Daily,41,6:00 AM - 12:00 PM,4,1,1,BNPL,Y,14,8
CXAUQ_2847,40,90,0,F,34,NSW,Rural,Phone_iOS,App,Daily,37,6:00 PM - 12:00 AM,4,3,4,eWallet,Y,17,8
CXAUQ_2863,750,50,0,F,45,SA,Urban,Tablet_Android,Browser,Weekly,23,6:00 PM - 12:00 AM,7,4,4,BNPL,N,0,0
CXAUQ_2732,450,50,92,M,28,NSW,Urban,Tablet_iOS,Browser,Daily,37,6:00 PM - 12:00 AM,5,1,4,Card,N,0,0
CXAUQ_942,1650,50,0,M,47,WA,Rural,Phone_Android,App,Monthly,20,12:00 AM - 6:00 AM,12,5,4,eWallet,Y,2,0
CXAUQ_2485,40,185,414,F,59,NSW,Urban,Tablet_iOS,Browser,Monthly,6,6:00 PM - 12:00 AM,5,4,3,eWallet,N,0,0
CXAUQ_872,850,136,397,M,49,QLD,Urban,Tablet_iOS,App,Weekly,25,12:00 AM - 6:00 AM,10,3,4,eWallet,Y,24,0
CXAUQ_2046,40,195,481,M,41,NSW,Urban,Tablet_iOS,App,Daily,7,6:00 AM - 12:00 PM,5,2,1,BNPL,Y,13,0
CXAUQ_1463,800,226,167,M,59,NSW,Urban,Tablet_Android,Browser,Daily,11,6:00 PM - 12:00 AM,14,5,4,eWallet,N,0,0
CXAUQ_2790,1050,136,142,M,36,WA,Urban,Phone_iOS,Browser,Monthly,23,6:00 PM - 12:00 AM,6,1,4,BNPL,N,0,0
CXAUQ_2363,40,84,266,M,54,VIC,Urban,Phone_Android,App,Weekly,22,6:00 AM - 12:00 PM,1,3,1,BNPL,Y,9,0
CXAUQ_1637,900,159,137,F,45,NSW,Rural,Phone_Android,Browser,Daily,44,6:00 PM - 12:00 AM,2,1,4,eWallet,N,0,0
CXAUQ_238,1300,267,121,M,58,QLD,Rural,Tablet_Android,Browser,Monthly,60,12:00 PM - 6:00 PM,7,5,4,eWallet,N,0,0
CXAUQ_1559,40,50,500,M,24,NSW,Urban,Phone_iOS,Browser,Daily,36,6:00 PM - 12:00 AM,1,2,1,BNPL,N,0,0
CXAUQ_2342,1500,210,438,F,53,VIC,Rural,Tablet_Android,Browser,Monthly,50,6:00 AM - 12:00 PM,9,5,4,BNPL,N,0,0
CXAUQ_176,40,50,284,M,36,VIC,Urban,Phone_iOS,App,Monthly,38,12:00 PM - 6:00 PM,2,2,1,BNPL,Y,26,0
CXAUQ_1534,1450,168,289,M,46,SA,Rural,Phone_Android,Browser,Weekly,21,6:00 PM - 12:00 AM,1,4,4,BNPL,N,0,0
CXAUQ_2332,40,255,317,F,22,NSW,Urban,Phone_Android,Browser,Weekly,3,6:00 AM - 12:00 PM,6,1,2,BNPL,N,0,0
CXAUQ_506,1350,50,0,F,42,WA,Rural,Phone_Android,App,Monthly,0,12:00 PM - 6:00 PM,3,5,4,BNPL,Y,6,0
CXAUQ_859,40,143,72,F,21,VIC,Urban,Phone_iOS,Browser,Daily,3,12:00 AM - 6:00 AM,1,3,3,eWallet,N,0,0
CXAUQ_258,40,138,261,F,23,SA,Rural,Tablet_iOS,App,Daily,49,12:00 PM - 6:00 PM,3,3,4,eWallet,Y,22,0
CXAUQ_1854,40,50,108,M,37,NSW,Rural,Phone_iOS,Browser,Monthly,25,6:00 AM - 12:00 PM,4,3,4,eWallet,N,0,0
CXAUQ_845,40,124,62,F,20,VIC,Urban,Phone_iOS,Browser,Daily,58,12:00 AM - 6:00 AM,2,2,3,eWallet,N,0,0
CXAUQ_535,1050,249,500,F,58,TAS,Urban,Tablet_Android,Browser,Monthly,48,12:00 PM - 6:00 PM,11,5,4,BNPL,N,0,0
CXAUQ_2062,40,50,255,M,40,WA,Rural,Phone_iOS,App,Monthly,50,6:00 AM - 12:00 PM,12,4,3,BNPL,Y,26,0
CXAUQ_1858,40,166,369,F,22,NSW,Rural,Phone_iOS,App,Weekly,27,6:00 AM - 12:00 PM,3,2,3,BNPL,Y,11,0
CXAUQ_1628,40,97,369,M,34,ACT,Urban,Tablet_Android,Browser,Daily,25,6:00 PM - 12:00 AM,1,3,1,BNPL,N,0,0
CXAUQ_1394,650,285,70,M,48,SA,Urban,Phone_Android,App,Weekly,10,6:00 PM - 12:00 AM,6,5,4,eWallet,Y,14,2
CXAUQ_1224,850,92,401,M,48,NT,Rural,Tablet_Android,Browser,Weekly,19,12:00 AM - 6:00 AM,7,4,4,BNPL,N,0,0
CXAUQ_1849,1250,74,289,F,59,VIC,Urban,Tablet_iOS,App,Daily,30,6:00 AM - 12:00 PM,1,4,4,BNPL,Y,13,0
CXAUQ_533,40,116,308,M,31,NSW,Urban,Tablet_Android,App,Daily,58,12:00 PM - 6:00 PM,2,2,3,eWallet,Y,13,0
CXAUQ_1397,1500,195,107,M,46,SA,Rural,Tablet_Android,Browser,Monthly,56,6:00 PM - 12:00 AM,12,4,4,eWallet,N,0,0
CXAUQ_989,40,236,118,M,27,NSW,Urban,Phone_iOS,App,Daily,17,12:00 AM - 6:00 AM,2,1,3,eWallet,Y,30,0
CXAUQ_2731,950,50,153,M,36,SA,Urban,Tablet_Android,Browser,Weekly,25,6:00 PM - 12:00 AM,1,2,4,BNPL,N,0,0
CXAUQ_2380,1350,139,264,F,41,NSW,Urban,Tablet_Android,Browser,Daily,44,6:00 AM - 12:00 PM,10,5,4,BNPL,N,0,0
CXAUQ_2327,40,50,409,M,39,NSW,Urban,Phone_Android,Browser,Daily,17,6:00 AM - 12:00 PM,1,2,1,BNPL,N,0,0
CXAUQ_2320,850,249,390,M,53,NSW,Rural,Tablet_Android,Browser,Daily,49,6:00 AM - 12:00 PM,12,4,4,BNPL,N,0,0
CXAUQ_675,40,202,101,M,22,VIC,Urban,Phone_iOS,Browser,Weekly,51,12:00 PM - 6:00 PM,6,1,3,eWallet,N,0,0
CXAUQ_2007,600,82,136,F,43,QLD,Urban,Phone_iOS,Browser,Weekly,21,6:00 AM - 12:00 PM,1,3,4,eWallet,N,0,0
CXAUQ_1250,1300,51,290,F,49,NSW,Urban,Tablet_Android,Browser,Daily,10,12:00 AM - 6:00 AM,10,5,4,BNPL,N,0,0
CXAUQ_2778,40,277,51,F,20,VIC,Rural,Phone_iOS,Browser,Weekly,15,6:00 PM - 12:00 AM,5,3,4,eWallet,N,0,0
CXAUQ_107,40,171,77,F,20,VIC,Urban,Phone_iOS,App,Daily,42,12:00 PM - 6:00 PM,3,2,3,eWallet,Y,3,0
CXAUQ_299,40,50,0,F,34,ACT,Urban,Phone_iOS,Browser,Weekly,25,12:00 PM - 6:00 PM,5,1,3,eWallet,N,0,0
CXAUQ_1521,650,79,286,F,40,WA,Urban,Phone_iOS,Browser,Weekly,11,6:00 PM - 12:00 AM,2,2,4,BNPL,N,0,0
CXAUQ_473,1150,242,0,F,51,TAS,Urban,Phone_Android,Browser,Weekly,46,12:00 PM - 6:00 PM,10,5,4,BNPL,N,0,0
CXAUQ_2740,40,285,443,M,22,NSW,Urban,Phone_Android,Browser,Daily,26,6:00 PM - 12:00 AM,6,5,3,eWallet,N,0,0
CXAUQ_1270,40,195,67,F,29,VIC,Urban,Phone_iOS,App,Daily,9,6:00 PM - 12:00 AM,2,3,3,eWallet,Y,23,0
CXAUQ_1530,900,276,258,M,57,VIC,Urban,Tablet_Android,Browser,Monthly,38,6:00 PM - 12:00 AM,4,5,4,BNPL,N,0,0
CXAUQ_943,40,119,60,F,23,NSW,Urban,Tablet_iOS,Browser,Daily,7,12:00 AM - 6:00 AM,1,2,3,Card,N,0,0
CXAUQ_2330,1550,175,322,M,58,TAS,Urban,Tablet_Android,App,Monthly,49,6:00 AM - 12:00 PM,2,5,4,BNPL,Y,19,0
CXAUQ_2158,1050,251,319,M,47,WA,Rural,Tablet_Android,App,Monthly,53,6:00 AM - 12:00 PM,14,5,4,BNPL,Y,17,0
CXAUQ_2265,350,176,334,F,27,ACT,Rural,Phone_Android,Browser,Weekly,60,6:00 AM - 12:00 PM,6,1,3,BNPL,N,0,0
CXAUQ_2557,900,211,40,M,59,SA,Urban,Phone_Android,Browser,Monthly,3,6:00 PM - 12:00 AM,12,5,4,BNPL,N,0,0
CXAUQ_1104,40,82,40,M,24,TAS,Urban,Tablet_Android,App,Weekly,52,12:00 AM - 6:00 AM,2,1,3,eWallet,Y,10,0
CXAUQ_1589,1200,50,452,M,56,NSW,Urban,Phone_Android,Browser,Monthly,44,6:00 PM - 12:00 AM,2,5,4,BNPL,N,0,0
CXAUQ_250,1050,174,351,F,55,NSW,Rural,Tablet_Android,Browser,Daily,22,12:00 PM - 6:00 PM,5,5,4,BNPL,N,0,0
CXAUQ_2064,750,50,344,M,43,NSW,Urban,Phone_iOS,Browser,Daily,56,6:00 AM - 12:00 PM,2,1,4,BNPL,N,0,0
CXAUQ_2725,1500,50,187,M,46,VIC,Urban,Tablet_Android,Browser,Weekly,33,6:00 PM - 12:00 AM,1,1,4,BNPL,N,0,0
CXAUQ_2780,1750,188,51,M,57,SA,Urban,Tablet_Android,Browser,Weekly,25,6:00 PM - 12:00 AM,18,4,4,BNPL,N,0,0
CXAUQ_1089,600,50,443,F,27,VIC,Urban,Tablet_Android,App,Weekly,31,12:00 AM - 6:00 AM,6,3,4,BNPL,Y,20,8
CXAUQ_1466,40,199,106,F,34,NSW,Urban,Phone_iOS,Browser,Daily,18,6:00 PM - 12:00 AM,6,1,3,eWallet,N,0,0
CXAUQ_741,650,164,391,F,56,NSW,Urban,Tablet_iOS,App,Daily,32,12:00 PM - 6:00 PM,10,4,4,BNPL,Y,11,2
CXAUQ_657,40,50,490,F,30,VIC,Urban,Phone_iOS,App,Monthly,23,12:00 PM - 6:00 PM,2,3,3,Card,Y,6,0
CXAUQ_2655,1300,50,384,F,47,NSW,Rural,Phone_Android,Browser,Daily,26,6:00 PM - 12:00 AM,12,5,4,BNPL,N,0,0
CXAUQ_2419,40,117,72,F,39,NSW,Rural,Phone_iOS,Browser,Daily,56,6:00 AM - 12:00 PM,2,4,4,eWallet,N,0,0
CXAUQ_1598,700,117,388,F,40,NSW,Urban,Tablet_iOS,Browser,Daily,58,6:00 PM - 12:00 AM,5,4,4,BNPL,N,0,0
CXAUQ_2413,750,169,497,M,45,VIC,Urban,Tablet_Android,Browser,Monthly,38,6:00 AM - 12:00 PM,4,3,4,BNPL,N,0,0
CXAUQ_2376,1200,130,490,M,42,TAS,Rural,Tablet_Android,Browser,Weekly,12,6:00 AM - 12:00 PM,12,4,4,BNPL,N,0,0
CXAUQ_182,1300,50,436,M,50,NSW,Rural,Tablet_Android,App,Daily,56,12:00 PM - 6:00 PM,6,5,4,BNPL,Y,13,0
CXAUQ_2498,40,147,315,M,23,NSW,Rural,Phone_iOS,App,Daily,15,6:00 PM - 12:00 AM,2,3,4,eWallet,Y,6,0
CXAUQ_2744,40,154,362,M,25,VIC,Urban,Phone_Android,Browser,Monthly,3,6:00 PM - 12:00 AM,4,3,3,eWallet,N,0,0
CXAUQ_1966,150,90,378,F,24,VIC,Rural,Phone_iOS,App,Daily,18,6:00 AM - 12:00 PM,4,1,3,BNPL,Y,6,8
CXAUQ_311,600,197,0,F,45,SA,Rural,Tablet_iOS,Browser,Weekly,44,12:00 PM - 6:00 PM,6,1,4,BNPL,N,0,0
CXAUQ_2663,1450,126,154,M,49,NSW,Urban,Tablet_Android,Browser,Daily,37,6:00 PM - 12:00 AM,2,5,4,BNPL,N,0,0
CXAUQ_2701,600,173,418,M,38,NSW,Rural,Tablet_Android,Browser,Daily,6,6:00 PM - 12:00 AM,2,1,4,BNPL,N,0,0
CXAUQ_168,1150,154,40,F,46,QLD,Urban,Phone_Android,App,Monthly,5,12:00 PM - 6:00 PM,6,4,4,eWallet,Y,30,0
CXAUQ_1002,40,50,458,M,33,SA,Urban,Phone_iOS,Browser,Weekly,48,12:00 AM - 6:00 AM,3,1,1,BNPL,N,0,0
CXAUQ_2614,1200,150,40,M,60,VIC,Rural,Tablet_Android,Browser,Monthly,30,6:00 PM - 12:00 AM,9,5,4,BNPL,N,0,0
CXAUQ_2412,40,59,349,M,53,SA,Urban,Phone_Android,Browser,Daily,40,6:00 AM - 12:00 PM,1,3,2,BNPL,N,0,0
CXAUQ_2118,40,272,311,M,42,QLD,Urban,Tablet_iOS,Browser,Weekly,52,6:00 AM - 12:00 PM,6,1,1,BNPL,N,0,0
